state_name,year,secondary_teachers,total_rd_expenditures,pupil_teacher_ratio,full_time_equivalent,grade_9_students_enrollment,grade_10_students_enrollment,grade_11_students_enrollment,grade_12_students_enrollment,grade_9_dropouts,grade_10_dropouts,grade_11_dropouts,grade_12_dropouts,grades_9_12_dropouts,no_of_sat_test_takers,critical_reading_mean,critical_reading_sd,mathematics_mean,mathematics_sd,writing_mean,writing_sd,no_high_school_diploma,high_school_or_equivalent,some_college_less_than_4_yr_degree,bachelors_degree_or_higher,american_indian_alaska_native_male_grade_9,american_indian_alaska_native_female_grade_9,asian_or_asian_pacific_islander_male_grade_9,asian_or_asian_pacific_islander_female_grade_9,hispanic_male_grade_9,hispanic_female_grade_9,black_male_grade_9,black_female_grade_9,white_male_grade_9,white_female_grade_9,american_indian_alaska_native_male_grade_10,american_indian_alaska_native_female_grade_10,asian_or_asian_pacific_islander_male_grade_10,asian_or_asian_pacific_islander_female_grade_10,hispanic_male_grade_10,hispanic_female_grade_10,black_male_grade_10,black_female_grade_10,white_male_grade_10,white_female_grade_10,american_indian_alaska_native_male_grade_11,american_indian_alaska_native_female_grade_11,asian_or_asian_pacific_islander_male_grade_11,asian_or_asian_pacific_islander_female_grade_11,hispanic_male_grade_11,hispanic_female_grade_11,black_male_grade_11,black_female_grade_11,white_male_grade_11,white_female_grade_11,american_indian_alaska_native_male_grade_12,american_indian_alaska_native_female_grade_12,asian_or_asian_pacific_islander_male_grade_12,asian_or_asian_pacific_islander_female_grade_12,hispanic_male_grade_12,hispanic_female_grade_12,black_male_grade_12,black_female_grade_12,white_male_grade_12,white_female_grade_12
ALABAMA,2013-14,14133.06,NA,15.82,47161.77,62069,56144,51527,48965,864,1128,1048,862,3902,3172,547,119,538,122,532,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALABAMA,2012-13,21449.7,NA,14.35,51877.22,61642,56229,50387,48945,865,900,829,698,3292,3558,544,117,534,121,530,118,280,605,554,522,280,295,401,362,1281,1152,11627,10708,18304,16776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALABAMA,2011-12,20759.19,NA,15.6,47722.67,61412,55908,50785,49510,1256,1335,1221,842,4654,3879,528,121,531,121,527,116,256,615,496,550,269,250,387,373,1165,1023,11432,10461,18120,16906,239,281,372,372,1025,886,9904,9774,16863,15734,264,251,315,348,832,753,8403,8820,15516,14862,249,219,324,313,712,649,8049,9126,14905,14515
ALABAMA,2010-11,21306.38,NA,15.31,49363.24,62615,57644,51962,49719,1216,1409,1256,1097,4978,3664,546,119,541,121,536,115,238,588,553,504,252,275,395,347,1129,935,11768,10844,18437,16611,285,271,323,363,944,858,10256,10105,16931,15902,254,221,336,324,750,654,8443,9316,15369,14979,253,241,274,277,669,605,8255,8977,14666,14325
ALABAMA,2009-10,20417,761982,15.77,47492,63338,57794,50199,48164,1263,1461,1358,1267,5349,3365,556,112,550,116,544,108,310,564,562,427,304,285,351,373,1115,965,12364,11418,18911,17118,284,237,355,349,932,823,10588,10803,17048,16292,261,243,295,302,716,645,8276,9051,15308,15000,221,244,323,337,595,566,8057,9074,14412,14272
ALABAMA,2008-09,20625,NA,15.6,47818,64681,56559,49587,46763,1500,1645,1497,1283,5925,3473,557,111,552,113,549,108,291,628,527,402,301,258,348,352,1020,892,12932,12059,19044,17375,289,269,335,311,845,734,10180,10430,16911,16140,224,249,329,353,611,596,8222,9065,15058,14798,235,248,264,274,484,468,7618,8693,14222,14205
ALABAMA,2007-08,21334,655245,14.7,50420,65355,55502,49884,46200,1591,1864,1886,1501,6842,3591,565,109,557,112,554,106,325,570,540,428,304,288,354,325,989,824,13236,12122,19303,17750,253,261,320,366,715,673,9997,10297,16736,16032,240,247,285,294,524,503,8250,9278,15283,15083,218,244,268,251,390,437,7575,8502,14295,14294
ALABAMA,2006-07,21749,601881,13.2,56134,64943,55864,49690,44471,1705,1923,1946,1493,7067,3741,563,110,556,110,554,106,299,551,526,458,285,304,351,340,862,766,12860,11866,19456,17752,257,257,293,285,649,568,9980,10431,16898,16188,223,258,279,290,449,449,8149,9053,15227,15248,200,174,233,230,366,356,7068,8280,13809,13712
ALABAMA,2005-06,14409,589860,12.8,57757,65192,55492,48278,43452,1929,1963,1952,1568,7412,3879,565,110,561,111,565,105,305,633,488,411,287,268,305,290,779,637,12889,11940,19715,17987,235,258,299,275,526,520,10054,10034,16912,16302,202,188,258,253,383,381,8040,8942,14977,14606,186,212,217,227,317,335,6884,7854,13566,13616
ALABAMA,2004-05,14264,570982,14.2,51594,64569,53604,47538,42672,2044,2267,2170,1757,8238,NA,NA,NA,NA,NA,NA,NA,338,615,482,381,271,285,314,249,652,577,12725,11499,20005,17992,222,204,264,246,478,437,9708,9803,16654,15588,202,228,226,235,340,341,8029,8638,14709,14590,217,209,239,220,277,231,6768,7585,13631,13295
ALABAMA,2003-04,19918,557859,12.6,58070,62718,53695,47489,42005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,609,478,369,280,229,300,257,554,492,12131,11205,19626,17551,218,231,236,238,416,374,9802,9788,16536,15796,242,227,264,227,292,259,8064,8574,14919,14371,193,175,195,219,205,213,6604,7527,13513,13127
ALABAMA,2002-03,19459,503470,15.7,47115,61646,52543,46449,45521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,593,440,414,238,246,247,236,493,398,12112,10881,19258,17531,247,224,254,204,344,313,9366,9481,16618,15485,218,201,211,214,253,222,7812,8210,14860,14236,216,235,200,232,185,209,6767,7816,13284,13360
ALABAMA,2001-02,19298,445299,15.8,46785,61038,51525,46138,42909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,570,448,414,254,227,256,231,415,328,11864,11013,19280,17164,228,213,221,212,295,250,9089,8998,16490,15517,221,225,212,237,195,206,7633,8365,14511,14327,239,244,190,207,154,168,6977,8083,13310,13306
ALABAMA,2000-01,20267,428122,15.4,48194,60463,51991,46392,42512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,229,223,207,350,275,11606,10519,19324,17406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALABAMA,1999-00,20708,416594,15.2,48624,61150,52304,46015,42576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,256,236,239,270,233,11813,10978,19188,17627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALABAMA,1998-99,21023,442088,15.7,47766,62724,52731,46218,43957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,277,210,193,273,209,12189,11353,19707,17933,223,255,199,234,171,167,9338,9346,16769,15969,274,266,192,192,140,137,7497,8465,14618,14400,260,279,175,205,127,113,6967,8082,13851,13858
ALABAMA,1997-98,20185,403394,16.3,45967,63707,52780,47389,44272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALABAMA,1996-97,19642,352703,NA,45035,64205,52848,48417,42510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALABAMA,1995-96,19121,336644,NA,44056,65299,53780,46780,40981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALABAMA,1994-95,18423,NA,NA,42791,63656,50929,44970,41730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALABAMA,1993-94,19073,NA,NA,43003,62141,50543,46067,39900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALABAMA,1992-93,18526,NA,NA,41961,60590,50629,44000,41167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALABAMA,1991-92,17542,NA,NA,40480,60210,48417,45179,41725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALABAMA,1990-91,14820,253124,NA,36266,57318,49923,45437,42031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALABAMA,1989-90,17717,NA,NA,39928,58333,49868,46330,43482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALABAMA,1988-89,17722,NA,NA,38845,58543,51114,47873,45571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALABAMA,1987-88,17477,NA,NA,37716,59480,53174,49834,45742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALABAMA,1986-87,15772,NA,NA,36971,62612,56014,50731,45396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALASKA,2013-14,3643.25,NA,16.58,7898.26,9904,9284,9542,9500,404,551,1014,851,2820,3943,507,106,503,103,475,100,NA,NA,NA,NA,1273,1168,327,325,330,321,180,173,2540,2302,1105,1053,300,313,290,301,160,162,2432,2307,1050,1021,356,357,305,264,189,169,2543,2411,1109,1011,327,314,323,315,180,162,2566,2352
ALASKA,2012-13,3491.17,NA,17.12,7682.18,9724,9415,9585,9696,392,554,1032,926,2904,3867,508,105,505,103,482,99,17,77,94,84,1245,1150,299,321,300,297,175,171,2496,2379,1041,1008,333,348,289,265,178,175,2536,2404,1074,1012,316,320,330,320,165,169,2614,2420,1111,995,350,324,293,290,215,184,2663,2481
ALASKA,2011-12,3778.52,NA,16.22,8087.87,9833,9546,9813,9918,455,607,940,1038,3040,4010,512,107,507,105,485,101,21,71,90,76,1193,1142,326,344,298,258,192,181,2557,2479,1118,1028,320,294,297,313,170,149,2624,2395,1057,996,341,333,315,298,205,182,2713,2549,1129,1100,374,323,290,254,205,171,2742,2563
ALASKA,2010-11,2830.2,NA,16.17,8170.64,10023,9723,10725,9643,525,712,891,961,3089,3866,515,108,511,105,487,101,21,79,99,84,1302,1203,305,296,288,303,165,153,2702,2481,1099,985,314,287,278,278,192,169,2715,2617,1203,1201,371,346,295,269,218,173,2989,2892,1057,1017,324,345,311,254,209,179,2698,2528
ALASKA,2009-10,3819.2,132554,16.29,8083.1,10112,10072,10874,9779,546,823,897,1081,3347,3772,518,106,515,103,491,100,22,74,100,79,1224,1122,314,291,274,282,207,171,2808,2670,1151,1150,334,318,279,248,195,178,2817,2706,1248,1165,312,347,320,261,223,203,3099,2912,1085,1084,344,319,258,261,198,164,2718,2590
ALASKA,2008-09,3816,NA,16.5,7927,10475,10200,10937,9787,804,815,827,903,3349,3589,520,106,516,104,492,98,24,75,96,72,1333,1298,298,284,286,257,183,162,2894,2717,1233,1111,288,289,310,249,187,170,2895,2728,1151,1238,307,330,296,295,217,161,3142,3002,1060,1039,297,274,234,248,207,178,2861,2665
ALASKA,2007-08,3716,159991,17.2,7613,10719,10639,10599,10092,764,817,665,568,2814,3782,520,108,520,105,493,100,21,80,90,69,1483,1285,368,359,328,263,203,197,2949,2753,1235,1295,377,370,288,274,199,174,3026,2894,1135,1184,381,387,254,256,223,196,3177,2915,1124,1090,387,377,296,240,207,183,2935,2759
ALASKA,2006-07,3776,163034,16.8,7903,11337,10839,10226,10039,892,874,748,531,3045,3778,519,107,517,103,491,97,16,78,94,68,1623,1633,387,360,234,219,235,241,3297,3108,1404,1387,386,376,211,198,242,241,3344,3050,1222,1232,381,385,224,203,241,226,3101,3011,1258,1186,367,344,201,177,220,221,3086,2979
ALASKA,2005-06,2304,153721,16.8,7912,11405,11035,10045,9578,837,882,785,705,3209,3945,517,106,517,102,493,97,18,74,92,70,1613,1521,372,368,218,190,260,251,3477,3135,1398,1360,396,380,226,203,262,226,3385,3199,1244,1222,362,348,178,183,193,226,3102,2987,1094,1149,358,365,184,180,269,201,3048,2730
ALASKA,2004-05,2388,146465,17.1,7756,11934,10664,9625,8766,759,849,754,815,3177,NA,NA,NA,NA,NA,NA,NA,19,75,86,71,1676,1551,373,376,228,214,277,245,3609,3385,1367,1339,344,322,199,195,208,230,3318,3142,1120,1150,356,346,157,169,247,206,3104,2770,959,946,334,319,174,141,208,144,2825,2716
ALASKA,2003-04,2329,140641,17.2,7808,11803,10623,9161,8651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,72,83,66,1678,1643,356,320,200,196,241,237,3587,3345,1308,1271,363,353,175,171,255,231,3413,3081,1032,999,323,314,182,137,199,160,2980,2835,921,873,310,324,148,136,206,183,2888,2660
ALASKA,2002-03,2825,128875,16.6,8080,11881,10219,9074,8810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,66,82,58,1644,1553,363,342,189,186,310,249,3729,3314,1260,1199,343,323,187,156,230,187,3300,3034,981,961,300,306,139,120,212,197,3027,2831,910,853,294,309,141,131,196,177,2997,2802
ALASKA,2001-02,2842,115601,16.7,8026,11734,10147,9240,8340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,66,83,54,1586,1448,339,310,191,179,260,223,3790,3408,1189,1123,306,292,154,139,218,206,3378,3142,1005,947,283,310,131,119,186,170,3191,2898,847,865,267,252,138,119,166,176,2780,2730
ALASKA,2000-01,2765,107417,16.9,7880,11582,10110,8887,8335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1502,1385,301,287,178,162,246,229,3824,3468,1146,1063,278,308,145,123,180,184,3522,3161,922,930,261,254,122,138,173,171,2981,2934,808,869,278,242,131,115,176,159,2996,2561
ALASKA,1999-00,2567,93687,17.1,7838,11568,10217,8624,8381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1481,1302,258,296,161,145,213,228,3967,3517,1233,1116,285,258,156,147,190,189,3429,3214,877,944,263,233,118,109,168,158,3073,2681,865,842,252,215,133,125,194,155,2919,2681
ALASKA,1998-99,2932,75854,16.7,8118,11442,9749,8800,8403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1478,1303,282,247,158,164,233,230,3793,3546,1039,1094,284,256,124,124,190,173,3429,3034,911,889,243,212,125,113,209,176,3114,2807,849,754,225,218,127,121,218,188,2931,2771
ALASKA,1997-98,2769,70943,17.3,7625,10671,9561,8471,7771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALASKA,1996-97,2612,71381,NA,7418,10621,9426,8140,7370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALASKA,1995-96,2599,72216,NA,7379,10263,9045,7765,7111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALASKA,1994-95,2539,NA,NA,7205,9947,8692,7642,7057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALASKA,1993-94,2491,NA,NA,7193,9608,8514,7250,6975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALASKA,1992-93,2136,NA,NA,7282,9187,7889,7057,6714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALASKA,1991-92,2019,NA,NA,7118,8449,7670,6816,6621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALASKA,1990-91,2038,65571,NA,6710,8114,7306,6700,6486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALASKA,1989-90,2021,NA,NA,6492,7545,7109,6526,6402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALASKA,1988-89,2263,NA,NA,6272,7468,7085,6559,6851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALASKA,1987-88,2990,NA,NA,6113,7549,7181,7094,7160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALASKA,1986-87,3924,NA,NA,6448,7872,7894,7423,6753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARIZONA,2013-14,14468.32,NA,22.8,48358.73,83995,81410,77448,84291,4207,4594,5269,10795,24865,22624,522,103,525,104,500,101,NA,NA,NA,NA,2236,2160,1125,1120,18677,17565,2253,2054,17735,16923,2069,1963,1158,1099,17695,16977,2383,2159,17392,16510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARIZONA,2012-13,14618.52,NA,22.29,48866.42,82291,80074,77518,81751,6684,5082,5976,8431,26173,22283,521,103,528,105,502,101,380,587,874,770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARIZONA,2011-12,14741.82,NA,21.27,50800.15,82089,80788,76751,81179,3538,4141,5108,8247,21034,23052,517,102,525,104,499,99,393,653,812,815,2141,2035,1114,1094,17817,16984,2245,2088,17951,16931,2062,2040,1197,1186,16678,16181,2388,2201,18089,17427,1871,1956,1223,1133,15499,15090,2206,2138,17481,16974,2249,2308,1185,1101,17044,16174,2573,2248,18130,16940
ARIZONA,2010-11,14842.77,NA,21.42,50030.62,82304,79842,76275,81326,3951,4496,5434,9307,23188,22845,517,101,523,103,499,99,344,587,799,809,2265,2113,1169,1182,17207,16395,2385,2213,18454,17701,2003,2064,1250,1156,16475,15612,2317,2226,18187,17502,1975,1991,1128,1109,15217,14834,2320,2143,17719,16885,2334,2272,1147,1096,16716,15910,2654,2345,18661,17153
ARIZONA,2009-10,14938.9,873063,20.75,51947.23,82461,80281,75372,79283,4020,4715,5507,8743,22573,20690,519,101,525,101,500,98,288,601,826,762,2408,2362,1365,1273,17245,15906,2528,2416,19154,18198,2328,2332,1259,1231,16188,15514,2553,2363,18945,17932,2154,2273,1204,1180,14557,14184,2377,2282,18200,17318,2442,2433,1154,1075,15988,14951,2640,2411,18814,17755
ARIZONA,2008-09,15619,NA,19.9,54696,83831,80200,75282,76735,3783,4544,4860,6793,19980,21007,516,99,521,102,497,97,307,599,807,782,2583,2474,1243,1177,17457,16311,2548,2377,19281,18242,2417,2404,1218,1192,15782,15261,2484,2335,19006,17970,2113,2207,1082,1059,14185,13868,2267,2196,18359,17818,2364,2363,1166,1075,14492,13849,2445,2137,18825,17751
ARIZONA,2007-08,15225,782671,20.1,54032,84030,80655,75416,76275,4726,4913,4926,5968,20533,20040,516,100,522,102,500,98,388,583,859,709,2777,2670,1140,1105,17131,16414,2477,2322,19529,18465,2382,2443,1066,1040,15766,15259,2333,2242,19360,18764,2274,2211,1062,1038,13807,13477,2185,2079,19039,18244,2245,2376,1106,1026,13935,13619,2338,2088,19092,18450
ARIZONA,2006-07,14832,765434,20.3,52625,84086,79927,73175,71388,6144,5532,5320,6246,23242,19201,519,101,525,100,502,97,381,584,807,691,2824,2776,972,994,17056,16152,2342,2195,19826,18984,2561,2459,1048,1021,15158,14323,2256,2067,19825,18765,2003,2145,964,922,12925,12808,2080,1944,18497,18284,2186,2316,977,976,12377,12032,2013,1893,18275,17506
ARIZONA,2005-06,14705,720184,21.3,51376,99040,92746,83935,79180,7243,6583,5852,6636,26314,18615,521,100,528,100,507,97,340,611,786,670,4475,4074,1187,1123,18158,16788,2658,2446,25373,22758,3536,3478,1119,1069,16209,15595,2517,2296,24305,22622,2860,2976,1112,1064,13354,13117,2076,2154,23377,21845,2815,2712,1164,1080,12835,12491,2111,1944,21731,20297
ARIZONA,2004-05,14412,650961,21.3,48935,91860,82536,75259,71035,7892,6448,5773,5519,25632,NA,NA,NA,NA,NA,NA,NA,356,601,739,567,3663,3505,1015,917,16225,15398,2387,2206,24126,22418,3098,3169,942,940,13925,13147,2071,1996,22466,20782,2526,2568,985,973,11926,11767,1842,1748,20959,19965,2385,2430,917,865,11737,11073,1811,1588,19730,18499
ARIZONA,2003-04,13459,617978,21.3,47507,87576,79320,71561,68815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,575,686,614,4389,4293,916,898,14919,14026,2114,2009,22906,21106,3234,3089,963,874,13340,12517,1897,1759,21449,20198,2502,2614,849,848,11272,10772,1753,1603,20393,18955,2344,2447,858,819,10437,10259,1759,1461,20162,18269
ARIZONA,2002-03,13292,531106,19.9,47101,79777,71165,65222,60820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,551,655,598,3299,3080,841,776,13549,12818,1868,1708,20709,19319,2402,2537,772,739,11433,10851,1652,1568,19541,18176,2030,2125,762,726,9815,9480,1533,1407,18905,17603,1946,1931,802,747,9098,8628,1468,1327,17721,16501
ARIZONA,2001-02,13033,500548,20,46015,72859,67117,57782,52162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,560,665,551,2904,2867,724,723,12810,11789,1722,1573,19429,18318,2307,2327,710,704,10762,10237,1597,1491,19087,17895,1826,1929,742,708,8559,8184,1351,1282,16890,16311,1521,1483,663,667,7506,7249,1221,1172,15583,15097
